date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:48:43	369624/369624	---M--	200	added ('OK')	font/eot	etag:%225a3d8-5caf0a854ae78%22	https://delda-rian.webnikah.com/template/nikah-bunga/assets/fontawesome-pro/fonts/fa-regular-400.eot	E:/EDITOR/POJECT%20RIAN/pernikahan/WEBSITE%20RIAN/delda-rian.webnikah.com/template/nikah-bunga/assets/fontawesome-pro/fonts/fa-regular-400.eot	(from https://delda-rian.webnikah.com/template/nikah-bunga/assets/fontawesome-pro/css/font-awesome.min.css)
12:48:43	191324/191324	---M--	200	added ('OK')	font/woff	etag:%222eb5c-5caf0a854be18%22	https://delda-rian.webnikah.com/template/nikah-bunga/assets/fontawesome-pro/fonts/fa-regular-400.woff	E:/EDITOR/POJECT%20RIAN/pernikahan/WEBSITE%20RIAN/delda-rian.webnikah.com/template/nikah-bunga/assets/fontawesome-pro/fonts/fa-regular-400.woff	(from https://delda-rian.webnikah.com/template/nikah-bunga/assets/fontawesome-pro/css/font-awesome.min.css)
12:48:44	369624/369624	---M--	200	added ('OK')	font/eot	etag:%225a3d8-5caf0a854ae78%22	https://delda-rian.webnikah.com/template/nikah-bunga/assets/fontawesome-pro/fonts/fa-regular-400.eot?	E:/EDITOR/POJECT%20RIAN/pernikahan/WEBSITE%20RIAN/delda-rian.webnikah.com/template/nikah-bunga/assets/fontawesome-pro/fonts/fa-regular-400d41d.eot	(from https://delda-rian.webnikah.com/template/nikah-bunga/assets/fontawesome-pro/css/font-awesome.min.css)
12:48:46	369332/369332	---M--	200	added ('OK')	font/ttf	etag:%225a2b4-5caf0a854be18%22	https://delda-rian.webnikah.com/template/nikah-bunga/assets/fontawesome-pro/fonts/fa-regular-400.ttf	E:/EDITOR/POJECT%20RIAN/pernikahan/WEBSITE%20RIAN/delda-rian.webnikah.com/template/nikah-bunga/assets/fontawesome-pro/fonts/fa-regular-400.ttf	(from https://delda-rian.webnikah.com/template/nikah-bunga/assets/fontawesome-pro/css/font-awesome.min.css)
12:48:46	313880/313880	---M--	200	added ('OK')	font/eot	etag:%224ca18-5caf0a8552b78%22	https://delda-rian.webnikah.com/template/nikah-bunga/assets/fontawesome-pro/fonts/fa-solid-900.eot	E:/EDITOR/POJECT%20RIAN/pernikahan/WEBSITE%20RIAN/delda-rian.webnikah.com/template/nikah-bunga/assets/fontawesome-pro/fonts/fa-solid-900.eot	(from https://delda-rian.webnikah.com/template/nikah-bunga/assets/fontawesome-pro/css/font-awesome.min.css)
12:48:46	1925531/1925531	---M--	200	added ('OK')	image/svg+xml	etag:%221d619b-5caf0a8549ed8%22	https://delda-rian.webnikah.com/template/nikah-bunga/assets/fontawesome-pro/fonts/fa-light-300.svg	E:/EDITOR/POJECT%20RIAN/pernikahan/WEBSITE%20RIAN/delda-rian.webnikah.com/template/nikah-bunga/assets/fontawesome-pro/fonts/fa-light-300.svg	(from https://delda-rian.webnikah.com/template/nikah-bunga/assets/fontawesome-pro/css/font-awesome.min.css)
12:48:47	313880/313880	---M--	200	added ('OK')	font/eot	etag:%224ca18-5caf0a8552b78%22	https://delda-rian.webnikah.com/template/nikah-bunga/assets/fontawesome-pro/fonts/fa-solid-900.eot?	E:/EDITOR/POJECT%20RIAN/pernikahan/WEBSITE%20RIAN/delda-rian.webnikah.com/template/nikah-bunga/assets/fontawesome-pro/fonts/fa-solid-900d41d.eot	(from https://delda-rian.webnikah.com/template/nikah-bunga/assets/fontawesome-pro/css/font-awesome.min.css)
12:48:47	117364/117364	---M--	200	added ('OK')	font/woff2	etag:%221ca74-5caf0a8554ab8%22	https://delda-rian.webnikah.com/template/nikah-bunga/assets/fontawesome-pro/fonts/fa-solid-900.woff2	E:/EDITOR/POJECT%20RIAN/pernikahan/WEBSITE%20RIAN/delda-rian.webnikah.com/template/nikah-bunga/assets/fontawesome-pro/fonts/fa-solid-900.woff2	(from https://delda-rian.webnikah.com/template/nikah-bunga/assets/fontawesome-pro/css/font-awesome.min.css)
12:48:47	155944/155944	---M--	200	added ('OK')	font/woff	etag:%2226128-5caf0a8553b18%22	https://delda-rian.webnikah.com/template/nikah-bunga/assets/fontawesome-pro/fonts/fa-solid-900.woff	E:/EDITOR/POJECT%20RIAN/pernikahan/WEBSITE%20RIAN/delda-rian.webnikah.com/template/nikah-bunga/assets/fontawesome-pro/fonts/fa-solid-900.woff	(from https://delda-rian.webnikah.com/template/nikah-bunga/assets/fontawesome-pro/css/font-awesome.min.css)
12:48:47	1735315/1735315	---M--	200	added ('OK')	image/svg+xml	etag:%221a7a93-5caf0a854ae78%22	https://delda-rian.webnikah.com/template/nikah-bunga/assets/fontawesome-pro/fonts/fa-regular-400.svg	E:/EDITOR/POJECT%20RIAN/pernikahan/WEBSITE%20RIAN/delda-rian.webnikah.com/template/nikah-bunga/assets/fontawesome-pro/fonts/fa-regular-400.svg	(from https://delda-rian.webnikah.com/template/nikah-bunga/assets/fontawesome-pro/css/font-awesome.min.css)
12:48:47	313600/313600	---M--	200	added ('OK')	font/ttf	etag:%224c900-5caf0a8553b18%22	https://delda-rian.webnikah.com/template/nikah-bunga/assets/fontawesome-pro/fonts/fa-solid-900.ttf	E:/EDITOR/POJECT%20RIAN/pernikahan/WEBSITE%20RIAN/delda-rian.webnikah.com/template/nikah-bunga/assets/fontawesome-pro/fonts/fa-solid-900.ttf	(from https://delda-rian.webnikah.com/template/nikah-bunga/assets/fontawesome-pro/css/font-awesome.min.css)
12:48:48	1427/1427	---M--	200	added ('OK')	text/css	etag:%22593-5dc848cf1bd80;5f3e22e179039	https://delda-rian.webnikah.com/template/nikah-bunga/css/graphik	E:/EDITOR/POJECT%20RIAN/pernikahan/WEBSITE%20RIAN/delda-rian.webnikah.com/template/nikah-bunga/css/graphik.css	(from https://delda-rian.webnikah.com/template/nikah-bunga/css/main.css)
12:48:51	1403576/1403576	---M--	200	added ('OK')	image/svg+xml	etag:%22156ab8-5caf0a8552b78%22	https://delda-rian.webnikah.com/template/nikah-bunga/assets/fontawesome-pro/fonts/fa-solid-900.svg	E:/EDITOR/POJECT%20RIAN/pernikahan/WEBSITE%20RIAN/delda-rian.webnikah.com/template/nikah-bunga/assets/fontawesome-pro/fonts/fa-solid-900.svg	(from https://delda-rian.webnikah.com/template/nikah-bunga/assets/fontawesome-pro/css/font-awesome.min.css)
